Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked_Q,Embarked_S
1,3,1,0.20276197213803718,0,0,0.48910360681684706,False,True
1,1,1,-0.10463740114712752,0,0,-0.05042144409739929,False,False
0,3,1,-0.719436147717457,0,0,-0.4888542575852486,False,True
0,2,1,-1.0268355210026217,0,0,-0.43700743807979686,False,True
1,1,0,0.04906228549545483,0,0,-0.024246350754841113,False,False
0,3,1,0.3948865804412651,0,0,-0.5188046047752911,False,False
0,3,1,-0.9499856776813305,0,0,-0.47400492578514347,False,True
0,3,1,0.9712604053509489,0,0,-0.49640476528021726,False,True
0,3,1,-0.10463740114712752,8,2,0.7519458402879414,False,True
0,3,1,0.4333115021019107,0,0,-0.4894421904510968,False,False
0,2,1,-0.10463740114712752,0,1,0.016023023618325298,False,True
1,1,0,-0.10463740114712752,1,0,1.145663540471827,False,False
0,3,1,-1.949033640858116,4,2,-0.01870931177853076,False,True
0,3,1,3.430455391632267,0,0,-0.4918744606632361,False,True
0,3,0,-1.56478442425166,1,1,-0.3414522396297103,False,False
1,1,0,-1.0268355210026217,0,1,0.14488502161245778,False,True
0,2,0,1.1249600919935314,1,0,-0.12491978668775715,False,True
1,3,0,-0.8731358343600393,0,1,-0.4601623283443675,False,True
1,1,0,1.2018099353148226,1,1,2.671117778445337,False,True
1,1,1,1.6629089952425695,0,0,-0.11384570873513637,False,True
1,3,0,-0.41203677443229225,0,3,-0.26066180729354516,False,False
0,3,1,-0.10463740114712752,0,0,-0.5028639729296732,False,False
0,3,1,0.8944105620296577,2,0,-0.36435544630444866,False,True
0,2,1,-0.6425863043961658,1,0,-0.41687275089321363,False,True
1,1,0,1.432359465278696,0,0,-0.1263453225405672,False,True
0,3,0,-0.10463740114712752,8,2,0.7519458402879414,False,True
0,2,1,-0.41203677443229225,0,0,-0.3866707201133388,False,True
1,2,0,0.9712604053509489,0,0,-0.3866707201133388,False,True
1,2,0,-0.1814872444684187,1,0,-0.3693891181010945,False,False
0,1,1,0.12591212881674602,0,0,0.3682954836973478,False,True
0,3,1,-0.10463740114712752,0,0,-0.45714212526638004,False,True
1,3,1,-1.949033640858116,1,1,-0.4242561406845337,False,True
0,3,1,-0.2583370877897099,0,0,-0.4894421904510968,False,True
1,1,0,1.3555096219574048,1,1,0.40974072380221066,False,True
0,1,1,0.27961181545932834,0,0,-0.5477482176060045,False,True
0,3,1,1.3555096219574048,0,0,-0.46720946885967163,False,True
1,2,0,-0.10463740114712752,1,0,-0.16518916106092355,False,False
1,3,0,-1.1036853643239128,0,0,-0.5029485386158568,False,False
0,3,1,-0.719436147717457,0,0,-0.45017955043725955,False,True
0,3,1,-0.7962859910387481,0,0,-0.4894421904510968,False,True
0,3,1,-0.10463740114712752,0,0,-0.4894421904510968,False,True
1,1,0,2.0471582118490255,0,1,1.0259447039291216,False,False
1,2,0,-0.33518693111100106,0,1,-0.12491978668775715,False,True
0,3,1,0.27961181545932834,0,0,-0.4894421904510968,False,True
0,3,0,-0.5657364610748746,0,0,-0.4366711888037809,False,True
0,2,1,-0.10463740114712752,0,0,-0.43700743807979686,False,True
0,3,1,-0.33518693111100106,0,0,-0.5064721088735089,False,True
0,3,0,0.7407108753870755,0,5,-0.06199888922968463,True,False
0,2,1,-0.1814872444684187,0,0,-0.3866707201133388,False,True
1,1,0,-0.7962859910387481,0,0,-0.04438103794142432,False,True
0,3,0,-0.10463740114712752,1,2,-0.17626323901354432,False,True
1,1,1,-0.2583370877897099,0,0,-0.04438103794142432,False,False
0,3,1,0.20276197213803718,0,0,-0.49237782784290063,True,False
